mutant1, 9009, 0, 0, 1, 0, 0 
mutant2, 201, 1, 0, 0, 0, 0 
mutant3, 201, 1, 0, 0, 0, 0 
mutant4, 201, 1, 0, 0, 0, 0 
mutant5, 201, 1, 0, 0, 0, 0 
mutant6, 9009, 0, 0, 1, 0, 0 
mutant7, 9009, 0, 0, 1, 0, 0 
mutant8, 201, 1, 0, 0, 0, 0 
mutant9, 201, 1, 0, 0, 0, 0 
mutant10, 9009, 0, 0, 1, 0, 0 
mutant11, 201, 1, 0, 0, 0, 0 
mutant12, 9009, 0, 0, 1, 0, 0 
mutant13, 201, 1, 0, 0, 0, 0 
mutant14, 201, 1, 0, 0, 0, 0 
mutant15, 201, 1, 0, 0, 0, 0 
mutant16, 1, 0, 0, 0, 1, 0 
mutant17, 201, 1, 0, 0, 0, 0 
mutant18, 201, 1, 0, 0, 0, 0 
mutant19, 201, 1, 0, 0, 0, 0 
mutant20, 201, 1, 0, 0, 0, 0 
mutant21, 201, 1, 0, 0, 0, 0 
mutant22, 9009, 0, 0, 1, 0, 0 
mutant23, 201, 1, 0, 0, 0, 0 
mutant24, 201, 1, 0, 0, 0, 0 
mutant25, 9009, 0, 0, 1, 0, 0 
mutant26, 9009, 0, 0, 1, 0, 0 
mutant27, 9009, 0, 0, 1, 0, 0 
mutant28, 9009, 0, 0, 1, 0, 0 
mutant29, 201, 1, 0, 0, 0, 0 
mutant30, 9009, 0, 0, 1, 0, 0 
mutant31, 201, 1, 0, 0, 0, 0 
mutant32, 9009, 0, 0, 1, 0, 0 
mutant33, 201, 1, 0, 0, 0, 0 
mutant34, 9009, 0, 0, 1, 0, 0 
mutant35, 201, 1, 0, 0, 0, 0 
mutant36, 201, 1, 0, 0, 0, 0 
mutant37, 201, 1, 0, 0, 0, 0 
mutant38, 201, 1, 0, 0, 0, 0 
mutant39, 201, 1, 0, 0, 0, 0 
mutant40, 201, 1, 0, 0, 0, 0 
mutant41, 201, 1, 0, 0, 0, 0 
mutant42, 201, 1, 0, 0, 0, 0 
mutant43, 9009, 0, 0, 1, 0, 0 
mutant44, 9009, 0, 0, 1, 0, 0 
mutant45, 9009, 0, 0, 1, 0, 0 
mutant46, 201, 1, 0, 0, 0, 0 
mutant47, 9009, 0, 0, 1, 0, 0 
mutant48, 9009, 0, 0, 1, 0, 0 
mutant49, 9009, 0, 0, 1, 0, 0 
mutant50, 9009, 0, 0, 1, 0, 0 
mutant51, 201, 1, 0, 0, 0, 0 
mutant52, 9009, 0, 0, 1, 0, 0 
mutant53, 9009, 0, 0, 1, 0, 0 
mutant54, 201, 1, 0, 0, 0, 0 
mutant55, 201, 1, 0, 0, 0, 0 
mutant56, 201, 1, 0, 0, 0, 0 
mutant57, 201, 1, 0, 0, 0, 0 
mutant58, 201, 1, 0, 0, 0, 0 
mutant59, 9009, 0, 0, 1, 0, 0 
mutant60, 201, 1, 0, 0, 0, 0 
mutant61, 9009, 0, 0, 1, 0, 0 
mutant62, 9009, 0, 0, 1, 0, 0 
mutant63, 201, 1, 0, 0, 0, 0 
mutant64, 9009, 0, 0, 1, 0, 0 
mutant65, 9009, 0, 0, 1, 0, 0 
mutant66, 9009, 0, 0, 1, 0, 0 
mutant67, 9009, 0, 0, 1, 0, 0 
mutant68, 201, 1, 0, 0, 0, 0 
mutant69, 201, 1, 0, 0, 0, 0 
mutant70, 201, 1, 0, 0, 0, 0 
mutant71, 9009, 0, 0, 1, 0, 0 
mutant72, 201, 1, 0, 0, 0, 0 
mutant73, 201, 1, 0, 0, 0, 0 
mutant74, 9009, 0, 0, 1, 0, 0 
mutant75, 9009, 0, 0, 1, 0, 0 
mutant76, 201, 1, 0, 0, 0, 0 
mutant77, 9009, 0, 0, 1, 0, 0 
mutant78, 9009, 0, 0, 1, 0, 0 
mutant79, 9009, 0, 0, 1, 0, 0 
mutant80, 9009, 0, 0, 1, 0, 0 
mutant81, 201, 1, 0, 0, 0, 0 
mutant82, 9009, 0, 0, 1, 0, 0 
mutant83, 201, 1, 0, 0, 0, 0 
mutant84, 201, 1, 0, 0, 0, 0 
mutant85, 9009, 0, 0, 1, 0, 0 
mutant86, 9009, 0, 0, 1, 0, 0 
mutant87, 201, 1, 0, 0, 0, 0 
mutant88, 201, 1, 0, 0, 0, 0 
mutant89, 201, 1, 0, 0, 0, 0 
mutant90, 201, 1, 0, 0, 0, 0 
mutant91, 201, 1, 0, 0, 0, 0 
mutant92, 9009, 0, 0, 1, 0, 0 
mutant93, 9009, 0, 0, 1, 0, 0 
mutant94, 9009, 0, 0, 1, 0, 0 
mutant95, 201, 1, 0, 0, 0, 0 
mutant96, 9009, 0, 0, 1, 0, 0 
mutant97, 1, 0, 0, 0, 1, 0 
mutant98, 201, 1, 0, 0, 0, 0 
mutant99, 201, 1, 0, 0, 0, 0 
mutant100, 9009, 0, 0, 1, 0, 0 
mutant101, 201, 1, 0, 0, 0, 0 
mutant102, 201, 1, 0, 0, 0, 0 
mutant103, 201, 1, 0, 0, 0, 0 
mutant104, 201, 1, 0, 0, 0, 0 
mutant105, 9009, 0, 0, 1, 0, 0 
mutant106, 9009, 0, 0, 1, 0, 0 
mutant107, 201, 1, 0, 0, 0, 0 
mutant108, 201, 1, 0, 0, 0, 0 
mutant109, 201, 1, 0, 0, 0, 0 
mutant110, 201, 1, 0, 0, 0, 0 
mutant111, 9009, 0, 0, 1, 0, 0 
mutant112, 201, 1, 0, 0, 0, 0 
mutant113, 9009, 0, 0, 1, 0, 0 
mutant114, 201, 1, 0, 0, 0, 0 
mutant115, 9009, 0, 0, 1, 0, 0 
mutant116, 201, 1, 0, 0, 0, 0 
mutant117, 9009, 0, 0, 1, 0, 0 
mutant118, 201, 1, 0, 0, 0, 0 
mutant119, 201, 1, 0, 0, 0, 0 
mutant120, 201, 1, 0, 0, 0, 0 
mutant121, 201, 1, 0, 0, 0, 0 
mutant122, 201, 1, 0, 0, 0, 0 
mutant123, 9009, 0, 0, 1, 0, 0 
mutant124, 201, 1, 0, 0, 0, 0 
mutant125, 201, 1, 0, 0, 0, 0 
mutant126, 201, 1, 0, 0, 0, 0 
mutant127, 201, 1, 0, 0, 0, 0 
mutant128, 9009, 0, 0, 1, 0, 0 
mutant129, 201, 1, 0, 0, 0, 0 
mutant130, 9009, 0, 0, 1, 0, 0 
mutant131, 9009, 0, 0, 1, 0, 0 
mutant132, 201, 1, 0, 0, 0, 0 
mutant133, 201, 1, 0, 0, 0, 0 
mutant134, 201, 1, 0, 0, 0, 0 
mutant135, 9009, 0, 0, 1, 0, 0 
mutant136, 201, 1, 0, 0, 0, 0 
mutant137, 9009, 0, 0, 1, 0, 0 
mutant138, 201, 1, 0, 0, 0, 0 
mutant139, 201, 1, 0, 0, 0, 0 
mutant140, 201, 1, 0, 0, 0, 0 
mutant141, 201, 1, 0, 0, 0, 0 
mutant142, 201, 1, 0, 0, 0, 0 
mutant143, 9009, 0, 0, 1, 0, 0 
mutant144, 201, 1, 0, 0, 0, 0 
mutant145, 201, 1, 0, 0, 0, 0 
mutant146, 9009, 0, 0, 1, 0, 0 
mutant147, 9009, 0, 0, 1, 0, 0 
mutant148, 201, 1, 0, 0, 0, 0 
mutant149, 9009, 0, 0, 1, 0, 0 
mutant150, 201, 1, 0, 0, 0, 0 
mutant151, 9009, 0, 0, 1, 0, 0 
mutant152, 9009, 0, 0, 1, 0, 0 
mutant153, 201, 1, 0, 0, 0, 0 
mutant154, 9009, 0, 0, 1, 0, 0 
mutant155, 201, 1, 0, 0, 0, 0 
mutant156, 201, 1, 0, 0, 0, 0 
mutant157, 201, 1, 0, 0, 0, 0 
mutant158, 9009, 0, 0, 1, 0, 0 
mutant159, 9009, 0, 0, 1, 0, 0 
mutant160, 201, 1, 0, 0, 0, 0 
mutant161, 201, 1, 0, 0, 0, 0 
mutant162, 9009, 0, 0, 1, 0, 0 
mutant163, 9009, 0, 0, 1, 0, 0 
mutant164, 9009, 0, 0, 1, 0, 0 
mutant165, 201, 1, 0, 0, 0, 0 
mutant166, 201, 1, 0, 0, 0, 0 
mutant167, 9009, 0, 0, 1, 0, 0 
mutant168, 9009, 0, 0, 1, 0, 0 
mutant169, 9009, 0, 0, 1, 0, 0 
mutant170, 9009, 0, 0, 1, 0, 0 
mutant171, 201, 1, 0, 0, 0, 0 
mutant172, 9009, 0, 0, 1, 0, 0 
mutant173, 9009, 0, 0, 1, 0, 0 
mutant174, 9009, 0, 0, 1, 0, 0 
mutant175, 1, 0, 0, 0, 1, 0 
mutant176, 201, 1, 0, 0, 0, 0 
mutant177, 9009, 0, 0, 1, 0, 0 
mutant178, 201, 1, 0, 0, 0, 0 
mutant179, 201, 1, 0, 0, 0, 0 
mutant180, 9009, 0, 0, 1, 0, 0 
mutant181, 201, 1, 0, 0, 0, 0 
mutant182, 201, 1, 0, 0, 0, 0 
mutant183, 201, 1, 0, 0, 0, 0 
mutant184, 201, 1, 0, 0, 0, 0 
mutant185, 201, 1, 0, 0, 0, 0 
mutant186, 9009, 0, 0, 1, 0, 0 
mutant187, 201, 1, 0, 0, 0, 0 
mutant188, 9009, 0, 0, 1, 0, 0 
mutant189, 9009, 0, 0, 1, 0, 0 
mutant190, 201, 1, 0, 0, 0, 0 
mutant191, 9009, 0, 0, 1, 0, 0 
mutant192, 201, 1, 0, 0, 0, 0 
mutant193, 9009, 0, 0, 1, 0, 0 
mutant194, 9009, 0, 0, 1, 0, 0 
mutant195, 201, 1, 0, 0, 0, 0 
mutant196, 1, 0, 0, 0, 1, 0 
mutant197, 201, 1, 0, 0, 0, 0 
mutant198, 201, 1, 0, 0, 0, 0 
mutant199, 9009, 0, 0, 1, 0, 0 
mutant200, 201, 1, 0, 0, 0, 0 
mutant201, 9009, 0, 0, 1, 0, 0 
mutant202, 9009, 0, 0, 1, 0, 0 
mutant203, 9009, 0, 0, 1, 0, 0 
mutant204, 9009, 0, 0, 1, 0, 0 
mutant205, 201, 1, 0, 0, 0, 0 
mutant206, 9009, 0, 0, 1, 0, 0 
mutant207, 201, 1, 0, 0, 0, 0 
mutant208, 9009, 0, 0, 1, 0, 0 
mutant209, 9009, 0, 0, 1, 0, 0 
mutant210, 9009, 0, 0, 1, 0, 0 
mutant211, 9009, 0, 0, 1, 0, 0 
mutant212, 201, 1, 0, 0, 0, 0 
mutant213, 9009, 0, 0, 1, 0, 0 
mutant214, 201, 1, 0, 0, 0, 0 
mutant215, 201, 1, 0, 0, 0, 0 
mutant216, 9009, 0, 0, 1, 0, 0 
mutant217, 201, 1, 0, 0, 0, 0 
mutant218, 201, 1, 0, 0, 0, 0 
mutant219, 9009, 0, 0, 1, 0, 0 
mutant220, 9009, 0, 0, 1, 0, 0 
mutant221, 9009, 0, 0, 1, 0, 0 
mutant222, 9009, 0, 0, 1, 0, 0 
mutant223, 9009, 0, 0, 1, 0, 0 
mutant224, 201, 1, 0, 0, 0, 0 
mutant225, 9009, 0, 0, 1, 0, 0 
mutant226, 9009, 0, 0, 1, 0, 0 
mutant227, 9009, 0, 0, 1, 0, 0 
mutant228, 201, 1, 0, 0, 0, 0 
mutant229, 201, 1, 0, 0, 0, 0 
mutant230, 201, 1, 0, 0, 0, 0 
mutant231, 9009, 0, 0, 1, 0, 0 
mutant232, 201, 1, 0, 0, 0, 0 
mutant233, 201, 1, 0, 0, 0, 0 
mutant234, 9009, 0, 0, 1, 0, 0 
mutant235, 201, 1, 0, 0, 0, 0 
mutant236, 201, 1, 0, 0, 0, 0 
mutant237, 9009, 0, 0, 1, 0, 0 
mutant238, 9009, 0, 0, 1, 0, 0 
mutant239, 201, 1, 0, 0, 0, 0 
mutant240, 201, 1, 0, 0, 0, 0 
mutant241, 9009, 0, 0, 1, 0, 0 
mutant242, 9009, 0, 0, 1, 0, 0 
mutant243, 201, 1, 0, 0, 0, 0 
mutant244, 201, 1, 0, 0, 0, 0 
mutant245, 201, 1, 0, 0, 0, 0 
mutant246, 201, 1, 0, 0, 0, 0 
mutant247, 9009, 0, 0, 1, 0, 0 
mutant248, 9009, 0, 0, 1, 0, 0 
mutant249, 201, 1, 0, 0, 0, 0 
mutant250, 201, 1, 0, 0, 0, 0 
mutant251, 201, 1, 0, 0, 0, 0 
mutant252, 201, 1, 0, 0, 0, 0 
mutant253, 9009, 0, 0, 1, 0, 0 
mutant254, 9009, 0, 0, 1, 0, 0 
mutant255, 9009, 0, 0, 1, 0, 0 
mutant256, 201, 1, 0, 0, 0, 0 
mutant257, 9009, 0, 0, 1, 0, 0 
mutant258, 9009, 0, 0, 1, 0, 0 
mutant259, 201, 1, 0, 0, 0, 0 
mutant260, 9009, 0, 0, 1, 0, 0 
mutant261, 201, 1, 0, 0, 0, 0 
mutant262, 201, 1, 0, 0, 0, 0 
mutant263, 9009, 0, 0, 1, 0, 0 
mutant264, 9009, 0, 0, 1, 0, 0 
mutant265, 201, 1, 0, 0, 0, 0 
mutant266, 9009, 0, 0, 1, 0, 0 
mutant267, 201, 1, 0, 0, 0, 0 
mutant268, 9009, 0, 0, 1, 0, 0 
mutant269, 9009, 0, 0, 1, 0, 0 
mutant270, 9009, 0, 0, 1, 0, 0 
mutant271, 1, 0, 0, 0, 1, 0 
mutant272, 9009, 0, 0, 1, 0, 0 
mutant273, 9009, 0, 0, 1, 0, 0 
mutant274, 1, 0, 0, 0, 1, 0 
mutant275, 201, 1, 0, 0, 0, 0 
mutant276, 9009, 0, 0, 1, 0, 0 
mutant277, 9009, 0, 0, 1, 0, 0 
mutant278, 9009, 0, 0, 1, 0, 0 
mutant279, 9009, 0, 0, 1, 0, 0 
mutant280, 9009, 0, 0, 1, 0, 0 
mutant281, 201, 1, 0, 0, 0, 0 
mutant282, 9009, 0, 0, 1, 0, 0 
mutant283, 201, 1, 0, 0, 0, 0 
mutant284, 9009, 0, 0, 1, 0, 0 
mutant285, 201, 1, 0, 0, 0, 0 
mutant286, 9009, 0, 0, 1, 0, 0 
mutant287, 201, 1, 0, 0, 0, 0 
mutant288, 201, 1, 0, 0, 0, 0 
mutant289, 9009, 0, 0, 1, 0, 0 
mutant290, 9009, 0, 0, 1, 0, 0 
mutant291, 9009, 0, 0, 1, 0, 0 
mutant292, 9009, 0, 0, 1, 0, 0 
mutant293, 201, 1, 0, 0, 0, 0 
mutant294, 9009, 0, 0, 1, 0, 0 
mutant295, 201, 1, 0, 0, 0, 0 
mutant296, 9009, 0, 0, 1, 0, 0 
mutant297, 201, 1, 0, 0, 0, 0 
mutant298, 201, 1, 0, 0, 0, 0 
mutant299, 9009, 0, 0, 1, 0, 0 
mutant300, 9009, 0, 0, 1, 0, 0 
mutant301, 201, 1, 0, 0, 0, 0 
mutant302, 9009, 0, 0, 1, 0, 0 
mutant303, 201, 1, 0, 0, 0, 0 
mutant304, 9009, 0, 0, 1, 0, 0 
mutant305, 201, 1, 0, 0, 0, 0 
mutant306, 9009, 0, 0, 1, 0, 0 
mutant307, 201, 1, 0, 0, 0, 0 
mutant308, 9009, 0, 0, 1, 0, 0 
mutant309, 9009, 0, 0, 1, 0, 0 
mutant310, 9009, 0, 0, 1, 0, 0 
mutant311, 201, 1, 0, 0, 0, 0 
mutant312, 201, 1, 0, 0, 0, 0 
mutant313, 9009, 0, 0, 1, 0, 0 
mutant314, 9009, 0, 0, 1, 0, 0 
mutant315, 201, 1, 0, 0, 0, 0 
mutant316, 9009, 0, 0, 1, 0, 0 
mutant317, 9009, 0, 0, 1, 0, 0 
mutant318, 201, 1, 0, 0, 0, 0 
mutant319, 201, 1, 0, 0, 0, 0 
mutant320, 9009, 0, 0, 1, 0, 0 
mutant321, 201, 1, 0, 0, 0, 0 
mutant322, 9009, 0, 0, 1, 0, 0 
mutant323, 201, 1, 0, 0, 0, 0 
mutant324, 9009, 0, 0, 1, 0, 0 
mutant325, 1, 0, 0, 0, 1, 0 
mutant326, 9009, 0, 0, 1, 0, 0 
mutant327, 201, 1, 0, 0, 0, 0 
mutant328, 201, 1, 0, 0, 0, 0 
mutant329, 9009, 0, 0, 1, 0, 0 
mutant330, 9009, 0, 0, 1, 0, 0 
mutant331, 201, 1, 0, 0, 0, 0 
mutant332, 201, 1, 0, 0, 0, 0 
mutant333, 201, 1, 0, 0, 0, 0 
mutant334, 9009, 0, 0, 1, 0, 0 
mutant335, 9009, 0, 0, 1, 0, 0 
mutant336, 201, 1, 0, 0, 0, 0 
mutant337, 201, 1, 0, 0, 0, 0 
mutant338, 201, 1, 0, 0, 0, 0 
mutant339, 201, 1, 0, 0, 0, 0 
mutant340, 9009, 0, 0, 1, 0, 0 
mutant341, 201, 1, 0, 0, 0, 0 
mutant342, 9009, 0, 0, 1, 0, 0 
mutant343, 9009, 0, 0, 1, 0, 0 
mutant344, 9009, 0, 0, 1, 0, 0 
mutant345, 201, 1, 0, 0, 0, 0 
mutant346, 9009, 0, 0, 1, 0, 0 
mutant347, 201, 1, 0, 0, 0, 0 
mutant348, 201, 1, 0, 0, 0, 0 
mutant349, 201, 1, 0, 0, 0, 0 
mutant350, 201, 1, 0, 0, 0, 0 
mutant351, 201, 1, 0, 0, 0, 0 
mutant352, 9009, 0, 0, 1, 0, 0 
mutant353, 9009, 0, 0, 1, 0, 0 
mutant354, 9009, 0, 0, 1, 0, 0 
mutant355, 9009, 0, 0, 1, 0, 0 
mutant356, 1, 0, 0, 0, 1, 0 
mutant357, 201, 1, 0, 0, 0, 0 
mutant358, 201, 1, 0, 0, 0, 0 
mutant359, 201, 1, 0, 0, 0, 0 
mutant360, 201, 1, 0, 0, 0, 0 
mutant361, 1, 0, 0, 0, 1, 0 
mutant362, 201, 1, 0, 0, 0, 0 
mutant363, 201, 1, 0, 0, 0, 0 
mutant364, 9009, 0, 0, 1, 0, 0 
mutant365, 9009, 0, 0, 1, 0, 0 
mutant366, 9009, 0, 0, 1, 0, 0 
mutant367, 201, 1, 0, 0, 0, 0 
mutant368, 9009, 0, 0, 1, 0, 0 
mutant369, 9009, 0, 0, 1, 0, 0 
mutant370, 201, 1, 0, 0, 0, 0 
mutant371, 9009, 0, 0, 1, 0, 0 
mutant372, 9009, 0, 0, 1, 0, 0 
mutant373, 201, 1, 0, 0, 0, 0 
mutant374, 9009, 0, 0, 1, 0, 0 
mutant375, 201, 1, 0, 0, 0, 0 
mutant376, 201, 1, 0, 0, 0, 0 
mutant377, 201, 1, 0, 0, 0, 0 
mutant378, 201, 1, 0, 0, 0, 0 
mutant379, 201, 1, 0, 0, 0, 0 
mutant380, 201, 1, 0, 0, 0, 0 
mutant381, 201, 1, 0, 0, 0, 0 
mutant382, 201, 1, 0, 0, 0, 0 
mutant383, 9009, 0, 0, 1, 0, 0 
mutant384, 201, 1, 0, 0, 0, 0 
mutant385, 201, 1, 0, 0, 0, 0 
mutant386, 9009, 0, 0, 1, 0, 0 
mutant387, 9009, 0, 0, 1, 0, 0 
mutant388, 201, 1, 0, 0, 0, 0 
mutant389, 9009, 0, 0, 1, 0, 0 
mutant390, 9009, 0, 0, 1, 0, 0 
mutant391, 201, 1, 0, 0, 0, 0 
mutant392, 9009, 0, 0, 1, 0, 0 
mutant393, 201, 1, 0, 0, 0, 0 
mutant394, 1, 0, 0, 0, 1, 0 
mutant395, 9009, 0, 0, 1, 0, 0 
mutant396, 201, 1, 0, 0, 0, 0 
mutant397, 9009, 0, 0, 1, 0, 0 
mutant398, 201, 1, 0, 0, 0, 0 
mutant399, 201, 1, 0, 0, 0, 0 
mutant400, 201, 1, 0, 0, 0, 0 
mutant401, 201, 1, 0, 0, 0, 0 
mutant402, 9009, 0, 0, 1, 0, 0 
mutant403, 201, 1, 0, 0, 0, 0 
mutant404, 9009, 0, 0, 1, 0, 0 
mutant405, 201, 1, 0, 0, 0, 0 
mutant406, 9009, 0, 0, 1, 0, 0 
mutant407, 201, 1, 0, 0, 0, 0 
mutant408, 201, 1, 0, 0, 0, 0 
mutant409, 201, 1, 0, 0, 0, 0 
mutant410, 201, 1, 0, 0, 0, 0 
mutant411, 1, 0, 0, 0, 1, 0 
mutant412, 201, 1, 0, 0, 0, 0 
mutant413, 201, 1, 0, 0, 0, 0 
mutant414, 201, 1, 0, 0, 0, 0 
mutant415, 201, 1, 0, 0, 0, 0 
mutant416, 9009, 0, 0, 1, 0, 0 
mutant417, 9009, 0, 0, 1, 0, 0 
mutant418, 201, 1, 0, 0, 0, 0 
mutant419, 9009, 0, 0, 1, 0, 0 
mutant420, 9009, 0, 0, 1, 0, 0 
mutant421, 201, 1, 0, 0, 0, 0 
mutant422, 201, 1, 0, 0, 0, 0 
mutant423, 201, 1, 0, 0, 0, 0 
mutant424, 9009, 0, 0, 1, 0, 0 
mutant425, 201, 1, 0, 0, 0, 0 
mutant426, 9009, 0, 0, 1, 0, 0 
mutant427, 9009, 0, 0, 1, 0, 0 
mutant428, 201, 1, 0, 0, 0, 0 
mutant429, 201, 1, 0, 0, 0, 0 
mutant430, 201, 1, 0, 0, 0, 0 
mutant431, 201, 1, 0, 0, 0, 0 
mutant432, 201, 1, 0, 0, 0, 0 
mutant433, 201, 1, 0, 0, 0, 0 
mutant434, 201, 1, 0, 0, 0, 0 
mutant435, 201, 1, 0, 0, 0, 0 
mutant436, 9009, 0, 0, 1, 0, 0 
mutant437, 201, 1, 0, 0, 0, 0 
mutant438, 9009, 0, 0, 1, 0, 0 
mutant439, 201, 1, 0, 0, 0, 0 
mutant440, 9009, 0, 0, 1, 0, 0 
mutant441, 201, 1, 0, 0, 0, 0 
mutant442, 9009, 0, 0, 1, 0, 0 
mutant443, 201, 1, 0, 0, 0, 0 
mutant444, 201, 1, 0, 0, 0, 0 
mutant445, 201, 1, 0, 0, 0, 0 
mutant446, 201, 1, 0, 0, 0, 0 
mutant447, 9009, 0, 0, 1, 0, 0 
mutant448, 9009, 0, 0, 1, 0, 0 
mutant449, 201, 1, 0, 0, 0, 0 
mutant450, 9009, 0, 0, 1, 0, 0 
mutant451, 9009, 0, 0, 1, 0, 0 
mutant452, 201, 1, 0, 0, 0, 0 
mutant453, 9009, 0, 0, 1, 0, 0 
mutant454, 201, 1, 0, 0, 0, 0 
mutant455, 201, 1, 0, 0, 0, 0 
mutant456, 201, 1, 0, 0, 0, 0 
mutant457, 201, 1, 0, 0, 0, 0 
mutant458, 201, 1, 0, 0, 0, 0 
mutant459, 201, 1, 0, 0, 0, 0 
mutant460, 201, 1, 0, 0, 0, 0 
mutant461, 9009, 0, 0, 1, 0, 0 
mutant462, 201, 1, 0, 0, 0, 0 
mutant463, 201, 1, 0, 0, 0, 0 
mutant464, 201, 1, 0, 0, 0, 0 
mutant465, 9009, 0, 0, 1, 0, 0 
mutant466, 201, 1, 0, 0, 0, 0 
mutant467, 9009, 0, 0, 1, 0, 0 
mutant468, 9009, 0, 0, 1, 0, 0 
mutant469, 201, 1, 0, 0, 0, 0 
mutant470, 201, 1, 0, 0, 0, 0 
mutant471, 201, 1, 0, 0, 0, 0 
mutant472, 9009, 0, 0, 1, 0, 0 
mutant473, 9009, 0, 0, 1, 0, 0 
mutant474, 9009, 0, 0, 1, 0, 0 
mutant475, 201, 1, 0, 0, 0, 0 
mutant476, 201, 1, 0, 0, 0, 0 
mutant477, 1, 0, 0, 0, 1, 0 
mutant478, 9009, 0, 0, 1, 0, 0 
mutant479, 9009, 0, 0, 1, 0, 0 
mutant480, 9009, 0, 0, 1, 0, 0 
mutant481, 201, 1, 0, 0, 0, 0 
mutant482, 201, 1, 0, 0, 0, 0 
mutant483, 201, 1, 0, 0, 0, 0 
mutant484, 201, 1, 0, 0, 0, 0 
mutant485, 9009, 0, 0, 1, 0, 0 
mutant486, 9009, 0, 0, 1, 0, 0 
mutant487, 9009, 0, 0, 1, 0, 0 
mutant488, 9009, 0, 0, 1, 0, 0 
mutant489, 9009, 0, 0, 1, 0, 0 
mutant490, 9009, 0, 0, 1, 0, 0 
mutant491, 201, 1, 0, 0, 0, 0 
mutant492, 201, 1, 0, 0, 0, 0 
mutant493, 9009, 0, 0, 1, 0, 0 
mutant494, 201, 1, 0, 0, 0, 0 
mutant495, 201, 1, 0, 0, 0, 0 
mutant496, 201, 1, 0, 0, 0, 0 
mutant497, 201, 1, 0, 0, 0, 0 
mutant498, 201, 1, 0, 0, 0, 0 
mutant499, 201, 1, 0, 0, 0, 0 
mutant500, 9009, 0, 0, 1, 0, 0 
mutant501, 201, 1, 0, 0, 0, 0 
